2025-05-26 14:22:19.876 | WARNING  | chatchat.server.utils:detect_xf_models:104 - auto_detect_model needs xinference-client installed. Please try "pip install xinference-client". 
2025-05-26 16:41:55.988 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:41:55.988 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:41:55.989 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:42:08.918 | INFO     | chatchat.server.knowledge_base.kb_cache.faiss_cache:load_vector_store:109 - loading vector store in 'samples/vector_store/quentinz/bge-large-zh-v1.5' from disk.
2025-05-26 16:43:02.923 | WARNING  | chatchat.server.utils:detect_xf_models:104 - auto_detect_model needs xinference-client installed. Please try "pip install xinference-client". 
2025-05-26 16:43:02.924 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:43:02.924 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:43:54.995 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:43:54.996 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:43:55.036 | INFO     | chatchat.server.knowledge_base.kb_cache.faiss_cache:load_vector_store:109 - loading vector store in 'test/vector_store/quentinz/bge-large-zh-v1.5' from disk.
2025-05-26 16:43:55.057 | WARNING  | chatchat.server.utils:detect_xf_models:104 - auto_detect_model needs xinference-client installed. Please try "pip install xinference-client". 
2025-05-26 16:45:21.820 | INFO     | chatchat.server.knowledge_base.utils:file2docs:336 - TextLoader used for /root/autodl-tmp/langchain/Langchain-Chatchat/data/knowledge_base/test/content/LangChain.md
2025-05-26 16:45:21.853 | WARNING  | chatchat.server.utils:detect_xf_models:104 - auto_detect_model needs xinference-client installed. Please try "pip install xinference-client". 
2025-05-26 16:45:22.717 | INFO     | chatchat.server.knowledge_base.kb_cache.faiss_cache:save:40 - 已将向量库 ('test', 'quentinz/bge-large-zh-v1.5') 保存到磁盘
2025-05-26 16:45:49.836 | WARNING  | chatchat.server.utils:detect_xf_models:104 - auto_detect_model needs xinference-client installed. Please try "pip install xinference-client". 
2025-05-26 16:46:10.706 | INFO     | chatchat.server.knowledge_base.kb_cache.faiss_cache:load_vector_store:109 - loading vector store in 'samples/vector_store/quentinz/bge-large-zh-v1.5' from disk.
2025-05-26 16:47:08.959 | WARNING  | chatchat.server.utils:detect_xf_models:104 - auto_detect_model needs xinference-client installed. Please try "pip install xinference-client". 
2025-05-26 16:47:09.198 | WARNING  | chatchat.server.utils:detect_xf_models:104 - auto_detect_model needs xinference-client installed. Please try "pip install xinference-client". 
2025-05-26 16:47:38.997 | INFO     | chatchat.server.knowledge_base.kb_cache.faiss_cache:load_vector_store:109 - loading vector store in 'test/vector_store/quentinz/bge-large-zh-v1.5' from disk.
2025-05-26 16:49:24.260 | WARNING  | chatchat.server.utils:detect_xf_models:104 - auto_detect_model needs xinference-client installed. Please try "pip install xinference-client". 
2025-05-26 16:49:24.733 | WARNING  | chatchat.server.utils:detect_xf_models:104 - auto_detect_model needs xinference-client installed. Please try "pip install xinference-client". 
2025-05-26 16:52:42.777 | WARNING  | chatchat.server.utils:detect_xf_models:104 - auto_detect_model needs xinference-client installed. Please try "pip install xinference-client". 
2025-05-26 16:53:04.257 | WARNING  | chatchat.server.utils:detect_xf_models:104 - auto_detect_model needs xinference-client installed. Please try "pip install xinference-client". 
2025-05-26 16:53:04.575 | INFO     | chatchat.server.knowledge_base.kb_cache.faiss_cache:load_vector_store:109 - loading vector store in 'samples/vector_store/quentinz/bge-large-zh-v1.5' from disk.
2025-05-26 16:53:35.392 | INFO     | chatchat.server.knowledge_base.kb_cache.faiss_cache:load_vector_store:109 - loading vector store in 'test/vector_store/quentinz/bge-large-zh-v1.5' from disk.
2025-05-26 16:54:35.174 | WARNING  | chatchat.server.utils:detect_xf_models:104 - auto_detect_model needs xinference-client installed. Please try "pip install xinference-client". 
2025-05-26 16:54:35.435 | WARNING  | chatchat.server.utils:detect_xf_models:104 - auto_detect_model needs xinference-client installed. Please try "pip install xinference-client". 
2025-05-26 16:56:53.134 | WARNING  | chatchat.server.utils:detect_xf_models:104 - auto_detect_model needs xinference-client installed. Please try "pip install xinference-client". 
2025-05-26 16:57:03.681 | WARNING  | chatchat.server.utils:detect_xf_models:104 - auto_detect_model needs xinference-client installed. Please try "pip install xinference-client". 
2025-05-26 16:57:31.194 | INFO     | chatchat.server.knowledge_base.kb_cache.faiss_cache:load_vector_store:109 - loading vector store in 'test/vector_store/quentinz/bge-large-zh-v1.5' from disk.
2025-05-26 16:57:31.283 | INFO     | chatchat.server.knowledge_base.utils:file2docs:336 - TextLoader used for /root/autodl-tmp/langchain/Langchain-Chatchat/data/knowledge_base/test/content/LangChain.md
2025-05-26 16:57:31.730 | INFO     | chatchat.server.knowledge_base.kb_cache.faiss_cache:save:40 - 已将向量库 ('test', 'quentinz/bge-large-zh-v1.5') 保存到磁盘
2025-05-26 16:58:46.525 | WARNING  | chatchat.server.utils:detect_xf_models:104 - auto_detect_model needs xinference-client installed. Please try "pip install xinference-client". 
2025-05-26 16:58:46.988 | WARNING  | chatchat.server.utils:detect_xf_models:104 - auto_detect_model needs xinference-client installed. Please try "pip install xinference-client". 
2025-05-26 16:59:42.937 | INFO     | chatchat.server.knowledge_base.kb_cache.faiss_cache:load_vector_store:109 - loading vector store in '医疗问答/vector_store/quentinz/bge-large-zh-v1.5' from disk.
2025-05-26 16:59:43.010 | INFO     | chatchat.server.knowledge_base.utils:file2docs:336 - JSONLinesLoader used for /root/autodl-tmp/langchain/Langchain-Chatchat/data/knowledge_base/医疗问答/content/test_datasets.jsonl
2025-05-26 16:59:43.011 | ERROR    | chatchat.server.knowledge_base.utils:files2docs_in_thread_file2docs:419 - ImportError: 从文件 医疗问答/test_datasets.jsonl 加载文档时出错：jq package not found, please install it with `pip install jq`
2025-05-26 16:59:43.016 | ERROR    | chatchat.server.knowledge_base.kb_doc_api:output:459 - 添加文件‘test_datasets.jsonl’到知识库‘医疗问答’时出错：从文件 医疗问答/test_datasets.jsonl 加载文档时出错：jq package not found, please install it with `pip install jq`。已跳过。
2025-05-26 16:59:43.018 | INFO     | chatchat.server.knowledge_base.kb_cache.faiss_cache:save:40 - 已将向量库 ('医疗问答', 'quentinz/bge-large-zh-v1.5') 保存到磁盘
2025-05-26 16:59:58.718 | INFO     | chatchat.server.knowledge_base.utils:file2docs:336 - JSONLinesLoader used for /root/autodl-tmp/langchain/Langchain-Chatchat/data/knowledge_base/医疗问答/content/test_datasets.jsonl
2025-05-26 16:59:58.719 | ERROR    | chatchat.server.knowledge_base.utils:files2docs_in_thread_file2docs:419 - ImportError: 从文件 医疗问答/test_datasets.jsonl 加载文档时出错：jq package not found, please install it with `pip install jq`
2025-05-26 16:59:58.723 | INFO     | chatchat.server.knowledge_base.kb_cache.faiss_cache:save:40 - 已将向量库 ('医疗问答', 'quentinz/bge-large-zh-v1.5') 保存到磁盘
2025-05-26 17:00:01.807 | WARNING  | chatchat.server.utils:detect_xf_models:104 - auto_detect_model needs xinference-client installed. Please try "pip install xinference-client". 
2025-05-26 17:00:02.296 | INFO     | chatchat.server.knowledge_base.kb_cache.faiss_cache:load_vector_store:109 - loading vector store in '医疗问答/vector_store/quentinz/bge-large-zh-v1.5' from disk.
2025-05-26 17:00:02.813 | INFO     | chatchat.server.knowledge_base.utils:file2docs:336 - JSONLinesLoader used for /root/autodl-tmp/langchain/Langchain-Chatchat/data/knowledge_base/医疗问答/content/test_datasets.jsonl
2025-05-26 17:00:02.814 | ERROR    | chatchat.server.knowledge_base.utils:files2docs_in_thread_file2docs:419 - ImportError: 从文件 医疗问答/test_datasets.jsonl 加载文档时出错：jq package not found, please install it with `pip install jq`
2025-05-26 17:00:02.818 | ERROR    | chatchat.server.knowledge_base.kb_doc_api:output:459 - 添加文件‘test_datasets.jsonl’到知识库‘医疗问答’时出错：从文件 医疗问答/test_datasets.jsonl 加载文档时出错：jq package not found, please install it with `pip install jq`。已跳过。
2025-05-26 17:00:02.821 | INFO     | chatchat.server.knowledge_base.kb_cache.faiss_cache:save:40 - 已将向量库 ('医疗问答', 'quentinz/bge-large-zh-v1.5') 保存到磁盘
2025-05-26 17:02:00.548 | INFO     | chatchat.server.knowledge_base.utils:file2docs:336 - JSONLinesLoader used for /root/autodl-tmp/langchain/Langchain-Chatchat/data/knowledge_base/医疗问答/content/test_datasets.jsonl
2025-05-26 17:02:00.549 | ERROR    | chatchat.server.knowledge_base.utils:files2docs_in_thread_file2docs:419 - ImportError: 从文件 医疗问答/test_datasets.jsonl 加载文档时出错：jq package not found, please install it with `pip install jq`
2025-05-26 17:02:00.555 | INFO     | chatchat.server.knowledge_base.kb_cache.faiss_cache:save:40 - 已将向量库 ('医疗问答', 'quentinz/bge-large-zh-v1.5') 保存到磁盘
2025-05-26 17:02:08.680 | INFO     | chatchat.server.knowledge_base.kb_cache.faiss_cache:save:40 - 已将向量库 ('医疗问答', 'quentinz/bge-large-zh-v1.5') 保存到磁盘
2025-05-26 17:02:13.789 | INFO     | chatchat.server.knowledge_base.kb_cache.faiss_cache:save:40 - 已将向量库 ('医疗问答', 'quentinz/bge-large-zh-v1.5') 保存到磁盘
2025-05-26 17:02:17.547 | INFO     | chatchat.server.knowledge_base.utils:file2docs:336 - JSONLinesLoader used for /root/autodl-tmp/langchain/Langchain-Chatchat/data/knowledge_base/医疗问答/content/test_datasets.jsonl
2025-05-26 17:02:17.548 | ERROR    | chatchat.server.knowledge_base.utils:files2docs_in_thread_file2docs:419 - ImportError: 从文件 医疗问答/test_datasets.jsonl 加载文档时出错：jq package not found, please install it with `pip install jq`
2025-05-26 17:02:17.553 | INFO     | chatchat.server.knowledge_base.kb_cache.faiss_cache:save:40 - 已将向量库 ('医疗问答', 'quentinz/bge-large-zh-v1.5') 保存到磁盘
2025-05-26 17:02:27.927 | WARNING  | chatchat.server.utils:detect_xf_models:104 - auto_detect_model needs xinference-client installed. Please try "pip install xinference-client". 
2025-05-26 17:02:28.205 | INFO     | chatchat.server.knowledge_base.kb_cache.faiss_cache:load_vector_store:109 - loading vector store in '医疗问答/vector_store/quentinz/bge-large-zh-v1.5' from disk.
2025-05-26 17:02:28.401 | INFO     | chatchat.server.knowledge_base.utils:file2docs:336 - JSONLinesLoader used for /root/autodl-tmp/langchain/Langchain-Chatchat/data/knowledge_base/医疗问答/content/test_datasets.jsonl
2025-05-26 17:02:28.402 | ERROR    | chatchat.server.knowledge_base.utils:files2docs_in_thread_file2docs:419 - ImportError: 从文件 医疗问答/test_datasets.jsonl 加载文档时出错：jq package not found, please install it with `pip install jq`
2025-05-26 17:02:28.407 | ERROR    | chatchat.server.knowledge_base.kb_doc_api:output:459 - 添加文件‘test_datasets.jsonl’到知识库‘医疗问答’时出错：从文件 医疗问答/test_datasets.jsonl 加载文档时出错：jq package not found, please install it with `pip install jq`。已跳过。
2025-05-26 17:02:28.409 | INFO     | chatchat.server.knowledge_base.kb_cache.faiss_cache:save:40 - 已将向量库 ('医疗问答', 'quentinz/bge-large-zh-v1.5') 保存到磁盘
2025-05-26 17:03:16.834 | INFO     | chatchat.server.knowledge_base.utils:file2docs:336 - RapidOCRLoader used for /root/autodl-tmp/langchain/Langchain-Chatchat/data/knowledge_base/医疗问答/content/chess.jpg
2025-05-26 17:03:23.405 | INFO     | chatchat.server.knowledge_base.kb_cache.faiss_cache:save:40 - 已将向量库 ('医疗问答', 'quentinz/bge-large-zh-v1.5') 保存到磁盘
2025-05-26 17:04:13.746 | WARNING  | chatchat.server.utils:detect_xf_models:104 - auto_detect_model needs xinference-client installed. Please try "pip install xinference-client". 
2025-05-26 17:04:13.747 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 17:04:13.747 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 17:04:21.784 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 17:04:21.785 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 17:04:21.816 | INFO     | chatchat.server.knowledge_base.kb_cache.faiss_cache:load_vector_store:109 - loading vector store in 'nachos/vector_store/quentinz/bge-large-zh-v1.5' from disk.
2025-05-26 17:04:21.833 | WARNING  | chatchat.server.utils:detect_xf_models:104 - auto_detect_model needs xinference-client installed. Please try "pip install xinference-client". 
2025-05-26 17:04:34.467 | INFO     | chatchat.server.knowledge_base.utils:file2docs:336 - RapidOCRPDFLoader used for /root/autodl-tmp/langchain/Langchain-Chatchat/data/knowledge_base/nachos/content/nachos-labs.pdf
2025-05-26 17:04:44.412 | INFO     | chatchat.server.knowledge_base.kb_cache.faiss_cache:save:40 - 已将向量库 ('nachos', 'quentinz/bge-large-zh-v1.5') 保存到磁盘
2025-05-26 17:05:16.418 | WARNING  | chatchat.server.utils:detect_xf_models:104 - auto_detect_model needs xinference-client installed. Please try "pip install xinference-client". 
2025-05-26 17:05:31.292 | WARNING  | chatchat.server.utils:detect_xf_models:104 - auto_detect_model needs xinference-client installed. Please try "pip install xinference-client". 
